央视频道,#genre#
CCTV-4中文国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4中文国际欧洲,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV-5HD,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5HD,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225751/index.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225752/index.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225753/index.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225754/index.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225755/index.m3u8
CCTV-5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225756/index.m3u8
CCTV-5HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5HD,http://39.134.65.179/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5HD,http://39.134.65.181/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5+HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV-5+HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV-5+HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV-5+HD,http://39.134.65.181/PLTV/88888888/224/3221225507/1.m3u8
CCTV-5+HD,http://39.134.65.173/PLTV/88888888/224/3221225507/1.m3u8
CCTV-5+HD,http://39.134.65.183/PLTV/88888888/224/3221225507/1.m3u8
CCTV-5+HD,http://39.134.65.175/PLTV/88888888/224/3221225507/1.m3u8
CCTV-6HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV-6HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV-6HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV-6HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV-6HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV-6HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV-7HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV-7HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV-7HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV-7HD,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7HD,http://39.134.65.181/PLTV/88888888/224/3221225671/1.m3u8
CCTV-8HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV-8HD,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV-8HD,http://39.134.65.181/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.173/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.183/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.175/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8HD,http://39.134.65.177/PLTV/88888888/224/3221225795/1.m3u8
CCTV-9HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV-9HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV-9HD,http://39.134.65.179/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.181/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.166/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.183/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9HD,http://39.134.65.173/PLTV/88888888/224/3221225676/1.m3u8
CCTV-10HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV-10HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV-10HD,http://111.40.196.9/PLTV/88888888/224/3221225567/index.m3u8
CCTV-10HD,http://39.134.65.179/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.164/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.181/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.166/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10HD,http://39.134.65.183/PLTV/88888888/224/3221225677/1.m3u8
CCTV-11HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV-11HD,http://39.134.65.179/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11HD,http://39.134.65.181/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11HD,http://39.134.65.173/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11HD,http://39.134.65.183/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11HD,http://39.134.65.175/PLTV/88888888/224/3221225517/1.m3u8
CCTV-12HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV-12HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV-12HD,http://39.134.65.179/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12HD,http://39.134.65.164/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12HD,http://39.134.65.181/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12HD,http://39.134.65.166/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12HD,http://39.134.65.173/PLTV/88888888/224/3221225669/1.m3u8
CCTV-13HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV-13HD,http://39.134.65.141/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13HD,http://39.134.65.177/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13HD,http://39.134.65.173/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13HD,http://39.134.65.183/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13HD,http://39.134.65.175/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13HD,http://39.134.65.181/PLTV/88888888/224/3221225812/1.m3u8
CCTV-14HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV-14HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV-14HD,http://111.40.196.9/PLTV/88888888/224/3221225573/index.m3u8
CCTV-14HD,http://39.134.65.179/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14HD,http://39.134.65.164/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14HD,http://39.134.65.181/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14HD,http://39.134.65.183/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14HD,http://39.134.65.173/PLTV/88888888/224/3221225674/1.m3u8
CCTV-15HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV-15HD,http://39.134.65.181/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15HD,http://39.134.65.173/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15HD,http://39.134.65.183/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15HD,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8
CCTV-16奥林匹克,http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8
CCTV-16奥林匹克,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV-17农业农村,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV-17农业农村,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV-17农业农村,http://39.134.65.181/PLTV/88888888/224/3221225708/1.m3u8
CCTV-17农业农村,http://39.134.65.183/PLTV/88888888/224/3221225708/1.m3u8
CCTV-4中文国际欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
CGTN,http://111.40.196.9/PLTV/88888888/224/3221225652/index.m3u8
CGTN,https://live.cgtn.com/1000/prog_index.m3u8
CGTN,http://39.135.138.58:18890/PLTV/88888888/224/3221225747/index.m3u8
CGTN,http://39.134.65.166/PLTV/88888888/224/3221225510/1.m3u8
CGTN,http://39.135.32.28:6610/PLTV/77777777/224/3221225816/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CGTN纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8
CGTN纪录,http://39.134.65.166/PLTV/88888888/224/3221225509/1.m3u8
中央新影-老故事,http://111.20.33.93/PLTV/88888893/224/3221226236/index.m3u8
CBN每日影院,http://120.253.104.16:808/hls/140/index.m3u8
CBN幸福剧场,http://120.253.104.16:808/hls/142/index.m3u8
CBN幸福娱乐,http://120.253.104.16:808/hls/143/index.m3u8
中国教育2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
中国教育4,http://39.135.138.58:18890/PLTV/88888888/224/3221225937/index.m3u8
中国教育4,http://39.134.65.179/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://39.134.65.173/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://39.134.65.175/PLTV/88888888/224/3221225750/1.m3u8
新华中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
新华英语,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8


卫视频道,#genre#



湖南卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视HD,http://39.134.65.166/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视HD,http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视HD,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视HD,http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视HD,http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
江苏卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225702/index.m3u8
江苏卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225517/index.m3u8
江苏卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225578/index.m3u8
江苏卫视HD,http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视HD,http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视HD,http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视HD,http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8
浙江卫视HD,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225538/index.m3u8
浙江卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视HD,http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视HD,http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视HD,http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视HD,http://hw-m-l.cztv.com/channels/lantian/channel001/720p.m3u8
东方卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225509/index.m3u8
东方卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
东方卫视HD,http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8
东方卫视HD,http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8
东方卫视HD,http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8
东方卫视HD,http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
广东卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广东卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
广东卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225533/index.m3u8
广东卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225600/index.m3u8
广东卫视HD,http://111.63.117.13:6060/030000001000/GDWS-HD/GDWS-HD.m3u8
深圳卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视HD,http://39.134.65.164/PLTV/88888888/224/3221225668/1.m3u8
深圳卫视HD,http://39.134.65.166/PLTV/88888888/224/3221225668/1.m3u8
北京卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225674/index.m3u8
北京卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225540/index.m3u8
北京卫视HD,http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8
北京卫视HD,http://39.134.65.164/PLTV/88888888/224/3221225678/1.m3u8
北京卫视HD,http://39.134.65.166/PLTV/88888888/224/3221225678/1.m3u8
天津卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225698/index.m3u8
天津卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
天津卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8
天津卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225604/index.m3u8
天津卫视HD,http://39.134.65.166/PLTV/88888888/224/3221225665/1.m3u8
山东卫视HD,http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
山东卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225697/index.m3u8
山东卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
山东卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225545/index.m3u8
山东卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225546/index.m3u8
湖北卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225699/index.m3u8
湖北卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225740/index.m3u8
湖北卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225549/index.m3u8
湖北卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225566/index.m3u8
湖北卫视HD,http://39.134.65.164/PLTV/88888888/224/3221225569/1.m3u8
黑龙江卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8
安徽卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225691/index.m3u8
安徽卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
辽宁卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
东南卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
江西卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225705/index.m3u8
江西卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225560/index.m3u8
江西卫视HD,http://111.40.196.9/PLTV/88888888/224/3221225591/index.m3u8
江西卫视HD,http://live02.jxtvcn.com.cn/live/jxtv01?trs=hls_ts@@User-Agent=Lavf/57.71.100@@
江西卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225746/index.m3u8
重庆卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225692/index.m3u8
重庆卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
四川卫视HD,http://ep.b1791.com/php/sctv.php?id=scws
广西卫视HD,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls
河南卫视HD,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
贵州卫视HD,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
吉林卫视HD,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
吉林卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225680/index.m3u8
甘肃卫视HD,http://39.136.48.26:8089/PLTV/88888888/224/3221226387/index.m3u8
厦门卫视HD,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xmws/1300000/mnf.m3u8
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8
山西卫视,http://111.40.196.9/PLTV/88888888/224/3221225649/index.m3u8
山西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225730/index.m3u8
山西卫视,http://39.134.65.166/PLTV/88888888/224/3221225496/1.m3u8
青海卫视,http://111.40.196.9/PLTV/88888888/224/3221225625/index.m3u8
青海卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225727/index.m3u8
青海卫视,http://39.134.65.164/PLTV/88888888/224/3221225573/1.m3u8
西藏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225723/index.m3u8
西藏卫视,http://39.134.65.166/PLTV/88888888/224/3221225570/1.m3u8
西藏卫视,http://39.134.65.164/PLTV/88888888/224/3221225570/1.m3u8
内蒙古卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225667/index.m3u8
内蒙古卫视,http://39.134.65.164/PLTV/88888888/224/3221225577/1.m3u8
宁夏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225726/index.m3u8
宁夏卫视,http://39.134.65.164/PLTV/88888888/224/3221225579/1.m3u8
新疆卫视,http://111.40.196.9/PLTV/88888888/224/3221225598/index.m3u8
新疆卫视,http://111.40.196.9/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225725/index.m3u8
新疆卫视,http://39.134.65.166/PLTV/88888888/224/3221225582/1.m3u8
兵团卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226200/index.m3u8
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8
延边卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226201/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
康巴卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226207/index.m3u8
康巴卫视,http://39.134.65.166/PLTV/88888888/224/3221225527/1.m3u8
康巴卫视,http://39.134.65.164/PLTV/88888888/224/3221225527/1.m3u8
康巴卫视,http://ep.b1791.com/php/sctv.php?id=kbws


老家频道,#genre#

利辛综合频道,http://linxinbf.fst1994.cn/live/xinwen.m3u8
利辛影视频道,http://linxinbf.fst1994.cn/live/yingshi.m3u8
亳州农村频道,http://zbbf2.ahbztv.com/live/418.m3u8
亳州新闻频道,http://zbbf2.ahbztv.com/live/416.m3u8


凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://anren.live/HK/AQtU.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://anren.live/HK/AQtQ.m3u8
阜阳新闻,https://p2.weizan.cn/1110366022/132008090586131531/live.m3u8
涡阳新闻综合,http://111.39.71.77:8099/live/one/playlist.m3u8


电影频道,#genre#

周星驰-粤语,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777036638-10057-A-0-1.xs
吴孟达,http://txtest-xp2p.p2p.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.xs
林正英,http://txtest-xp2p.p2p.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.xs
沈腾,http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
甄子丹,http://txtest-xp2p.p2p.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.xs
成龙,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.xs
李连杰,http://txtest-xp2p.p2p.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.xs
周润发,http://txtest-xp2p.p2p.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.xs
刘德华,http://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.xs
洪金宝,http://txtest-xp2p.p2p.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.xs
黄渤,http://txtest-xp2p.p2p.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.xs
刘家辉,http://txtest-xp2p.p2p.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.xs
王晶导演,http://txtest-xp2p.p2p.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.xs
曾江,http://txtest-xp2p.p2p.huya.com/src/1449588725-1449588725-6225936166525337600-3048959678-10057-A-0-1.xs
成龙,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1-imgplus.xs
动画相声,http://txtest-xp2p.p2p.huya.com/src/1671404305-1671404305-7178626828368609280-3342932066-10057-A-0-1.xs
刘小光,http://txtest-xp2p.p2p.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1.xs
张涵予,http://txtest-xp2p.p2p.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.xs
宋小宝,http://txtest-xp2p.p2p.huya.com/src/1449584077-1449584077-6225916203517345792-2847687612-10057-A-0-1.xs
许氏三杰,http://txtest-xp2p.p2p.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.xs
文武英杰,http://txtest-xp2p.p2p.huya.com/src/1524418094-1524418094-6547325859160653824-3048959644-10057-A-0-1-imgplus.xs
陈佩斯,http://txtest-xp2p.p2p.huya.com/src/1524418065-1524418065-6547325734606602240-3048959586-10057-A-0-1.xs
黑帮系列,http://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1.xs
古墓系列,http://txtest-xp2p.p2p.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.xs
赛车系列,http://txtest-xp2p.p2p.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.xs
警匪系列,http://txtest-xp2p.p2p.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.xs
中国功夫,http://txtest-xp2p.p2p.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.xs
喜剧系列,http://txtest-xp2p.p2p.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.xs
动作大片,http://txtest-xp2p.p2p.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.xs
玄幻系列,http://txtest-xp2p.p2p.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.xs
古装武侠,http://txtest-xp2p.p2p.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.xs
历年贺岁大片,http://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
