🇨🇳｜长期维护,#genre#
CCTV13,http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8$超清1080P
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8$超清1080P
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8$超清1080P


CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8$超清1080P
CCTV13,http://219.140.56.34:3333/tsfile/live/1013_1.m3u8$超清1080P
CCTV13,http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8$超清1080P
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8$超清1080P
CCTV13,http://222.175.159.226:808/hls/14/index.m3u8$高清1080P
CCTV13,http://39.134.67.110/PLTV/88888888/224/3221225812/index.m3u8$高清1080P


CCTV14,http://111.20.33.70/PLTV/88888893/224/3221226193/index.m3u8$超清1080P
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8$超清1080P
CCTV14,http://39.134.67.110/PLTV/88888888/224/3221225674/index.m3u8$超清1080P
CCTV14,http://222.175.159.226:808/hls/15/index.m3u8$超清1080P
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8$超清1080P

CCTV15,http://111.20.33.93/TVOD/88888888/224/3221225785/index.m3u8超清1080P
CCTV15,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000205003.m3u8$超清1080P
CCTV15,http://111.20.33.70/TVOD/88888888/224/3221225785/index.m3u8$超清1080P
CCTV15,http://219.140.56.34:3333/tsfile/live/1015_1.m3u8$超清1080P
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8$超清1080P
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452$超清1080P
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8$高清1080P
CCTV15,http://39.134.67.110/PLTV/88888888/224/3221225513/index.m3u8$高清1080P

CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8$4K
CCTV16,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012492303.m3u8$4K
CCTV16,http://111.20.33.70/TVOD/88888893/224/3221226921/index.m3u8$超清1080P
CCTV16,http://39.135.138.58:18890/TVOD/88888910/224/3221226230/index.m3u8$超清1080P
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8$超清1080P

CCTV17,http://39.134.32.102:6610/270000001111/1110000391/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV17,http://39.134.67.110/PLTV/88888888/224/3221225708/index.m3u8$超清1080P
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8$超清1080P
CCTV17,http://111.20.33.70/TVOD/88888893/224/3221226198/index.m3u8$超清1080P
CCTV17,http://111.20.33.70/TVOD/88888893/224/3221226198/index.m3u8超清1080P
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8超清1080P
CCTV17,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204203.m3u8超清1080P
CCTV17,http://219.140.56.34:3333/tsfile/live/0019_1.m3u8超清1080P
CCTV17,http://222.175.159.226:808/hls/18/index.m3u8$超清1080P
冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8$超清1080P
CGTN,http://111.20.33.93/TVOD/88888888/224/3221225745/index.m3u8$超清1080P
CETV1,https://txycsbl.centv.cn/zb/0628cetv1.m3u8$超清1080P
CETV1,http://111.20.33.93/TVOD/88888888/224/3221225753/index.m3u8$超清1080P
CETV2,http://111.20.33.93/TVOD/88888888/224/3221225756/index.m3u8$超清1080P

CCTV第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8$超清1080P
CCTV怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8$超清1080P
CCTV世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8$超清1080P
CCTV文化精品,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513803.m3u8$超清1080P
CCTV女性时尚,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513903.m3u8$超清1080P
CCTV风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8$超清1080P
CCTV风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8$超清1080P
CCTV风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8$超清1080P
CCTV兵器科技,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513403.m3u8$超清1080P
CCTV卫生健康,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513503.m3u8$超清1080P
CCTV高尔夫网球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012512503.m3u8$超清1080P
CCTV怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8$高清720P
CCTV世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8$超清1080P
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8$超清1080P
发现之旅,http://111.20.33.70/PLTV/88888893/224/3221226235/index.m3u8$高清720P
老故事,http://111.20.33.70/PLTV/88888893/224/3221226236/index.m3u8$高清720P

🇨🇳｜卫视频道,#genre#
湖南卫视,http://111.20.33.70/TVOD/88888893/224/3221226211/index.m3u8$超清1080P
湖南卫视,http://222.175.159.226:808/hls/41/index.m3u8$超清1080P
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8$超清1080P
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8$超清1080P
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8$超清1080P

浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$超清1080P
浙江卫视,http://222.175.159.226:808/hls/42/index.m3u8$超清1080P
浙江卫视,http://111.20.33.70/TVOD/88888893/224/3221226199/index.m3u8$超清1080P
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8$超清1080P
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8$超清1080P

江苏卫视,http://222.175.159.226:808/hls/44/index.m3u8$超清1080P
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8$超清1080P
江苏卫视,http://111.20.33.70/PLTV/88888893/224/3221226200/index.m3u8$超清1080P
江苏卫视,http://39.134.67.110/PLTV/88888888/224/3221225938/index.m3u8$超清1080P

广东卫视,http://111.20.33.70/PLTV/88888893/224/3221226216/index.m3u8$超清1080P
广东卫视,http://cm.wshls.homecdn.com/live/1bd69.m3u8
广东卫视,http://222.175.159.226:808/hls/52/index.m3u8$超清1080P
广东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8$超清1080P
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8$超清1080P


深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8$超清1080P
深圳卫视,http://111.20.33.70/PLTV/88888893/224/3221226205/index.m3u8$超清1080P
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8$超清1080P
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8$超清1080P
深圳卫视,http://222.175.159.226:808/hls/49/index.m3u8$超清1080P

北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8$超清1080P
北京卫视,http://111.20.33.70/PLTV/88888893/224/3221226222/index.m3u8$超清1080P
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8$超清1080P
北京卫视,http://222.175.159.226:808/hls/45/index.m3u8$超清1080P
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8$超清1080P

天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8$超清1080P
天津卫视,http://222.175.159.226:808/hls/47/index.m3u8$超清1080P
天津卫视,http://111.40.196.25/PLTV/88888888/224/3221225556/index.m3u8$超清1080P
天津卫视,http://111.20.33.70/PLTV/88888893/224/3221226204/index.m3u8$超清1080P
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8$超清1080P

凤凰卫视,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8$高清1080P
凤凰卫视,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8$高清1080P
凤凰卫视,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$高清720P

东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8$超清1080P

东方卫视,http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8$超清1080P
东方卫视,http://222.175.159.226:808/hls/43/index.m3u8$超清1080P
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8$超清1080P
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8$超清1080P
东方卫视,http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8$超清1080P

山东卫视,http://222.175.159.226:808/hls/19/index.m3u8$超清1080P
山东卫视,http://39.134.67.110/PLTV/88888888/224/3221225952/index.m3u8$超清1080P
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8$超清1080P
山东卫视,https://lives.jnnews.tv/video/s10001-SDTV/index.m3u8$超清1080P

湖北卫视,http://111.20.33.70/PLTV/88888893/224/3221226194/index.m3u8$超清1080P
湖北卫视,http://222.175.159.226:808/hls/51/index.m3u8$超清1080P
湖北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225740/index.m3u88$超清1080P
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8$超清1080P
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8$超清1080P


四川卫视,http://222.175.159.226:808/hls/59/index.m3u8$超清1080P
四川卫视,http://39.134.67.110/PLTV/88888888/224/3221225970/index.m3u8$超清1080P
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8$超清1080P
四川卫视,http://112.17.40.220/PLTV/88888888/224/3221231885/index.m3u8$超清1080P

重庆卫视,http://222.175.159.226:808/hls/54/index.m3u8$超清1080P
重庆卫视,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000297803.m3u8$超清1080P
重庆卫视,http://111.20.33.70/TVOD/88888893/224/3221226202/index.m3u8$超清1080P
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8$超清1080P
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8$超清1080P

安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8$超清1080P
安徽卫视,http://222.175.159.226:808/hls/46/index.m3u8$超清1080P
安徽卫视,http://1.195.111.251:11190/tsfile/live/0130_1.m3u8$超清1080P
安徽卫视,http://111.20.33.70/TVOD/88888893/224/3221226203/index.m3u8$超清1080P
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8$超清1080P

黑龙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226215/index.m3u8$超清1080P
黑龙江卫视,http://39.135.34.144:8080/000000001000/1000000001000009082/index.m3u8?test/PLTV/=02$超清1080P
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8$超清1080P
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8$超清1080P
黑龙江卫视,http://111.40.196.27/PLTV/88888888/224/3221225544/index.m3u8$超清1080P

河北卫视,http://222.175.159.226:808/hls/57/index.m3u8$超清1080P
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8$超清1080P
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8$超清1080P
河北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls$超清1080P

河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8$高清720P
河南卫视,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000296103.m3u8$超清1080P
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls$超清1080P

东南卫视,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000292503.m3u8$超清1080P
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8$超清1080P
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8$超清1080P
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8$超清1080P
东南卫视,http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8$超清1080P

辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8$超清1080P
辽宁卫视,http://222.175.159.226:808/hls/48/index.m3u8$超清1080P
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8$超清1080P
辽宁卫视,http://111.20.33.70/PLTV/88888893/224/3221226210/index.m3u8$超清1080P
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8$超清1080P
辽宁卫视,http://111.40.196.39/PLTV/88888888/224/3221225558/index.m3u8$高清720P

江西卫视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8$超清1080P
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8$超清1080P
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8$超清1080P
江西卫视,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000294103.m3u8$超清1080P
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8$超清1080P
江西卫视,http://222.175.159.226:808/hls/56/index.m3u8$超清1080P
江西卫视,http://111.40.196.39/PLTV/88888888/224/3221225560/index.m3u8$高清1080P

广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls$超清1080P
广西卫视,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000294203.m3u8$超清1080P
广西卫视,http://183.196.25.171:808/hls/46/index.m3u8$超清1080P
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8$超清1080P
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8$超清1080P

山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd$高清720P
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8$高清720P
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8$标清576P
山西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225730/index.m3u8$标清576P
山西卫视,http://222.175.159.226:808/hls/64/index.m3u8$标清576P

陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8$高清720P
陕西卫视,http://111.40.196.34/PLTV/88888888/224/3221225582/index.m3u8$标清576P
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8$标清576P
陕西卫视,http://222.175.159.226:808/hls/65/index.m3u8$标清576P
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8$标清576P



海南卫视,http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8$高清720P
海南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8$高清720P
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8$高清720P
海南卫视,http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8$高清720P

云南卫视,http://111.40.196.36/PLTV/88888888/224/3221225635/index.m3u8$高清720P
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8$高清720P
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8$高清720P
云南卫视,http://222.175.159.226:808/hls/60/index.m3u8$高清720P

吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8$超清1080P
吉林卫视,http://111.40.196.36/PLTV/88888888/224/3221225589/index.m3u8$高清720P
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8$高清720P
吉林卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225680/index.m3u8$高清720P

贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8$超清1080P
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8$超清1080P
贵州卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls$超清1080P
贵州卫视,http://111.40.196.25/PLTV/88888888/224/3221225522/index.m3u8$高清720P

南方卫视,http://gxfrg007.8800.org:8282/tsfile/live/1080_1.m3u8$高清720P
南方卫视,http://111.20.33.70/PLTV/88888893/224/3221226218/index.m3u8$高清720P
南方卫视,http://9.zhxinda.xyz/gdtv.php?pk=1197$高清720P
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$高清720P
